,Patient,Template,Plate,Well,Value,NonRandomWell,Fluid,Concentration,Unit,Dispensedvolume,Content,Top,Steepness,IC50,Bottom,R2
0,LN308-72,HDACi-Kinetics,1,A01,,,,,,,,,,,,
1,LN308-72,HDACi-Kinetics,1,A02,,,,,,,,,,,,
2,LN308-72,HDACi-Kinetics,1,A03,,,,,,,,,,,,
3,LN308-72,HDACi-Kinetics,1,A04,,,,,,,,,,,,
4,LN308-72,HDACi-Kinetics,1,A05,,,,,,,,,,,,
5,LN308-72,HDACi-Kinetics,1,A06,,,,,,,,,,,,
6,LN308-72,HDACi-Kinetics,1,A07,,,,,,,,,,,,
7,LN308-72,HDACi-Kinetics,1,A08,,,,,,,,,,,,
8,LN308-72,HDACi-Kinetics,1,A09,,,,,,,,,,,,
9,LN308-72,HDACi-Kinetics,1,A10,,,,,,,,,,,,
10,LN308-72,HDACi-Kinetics,1,A11,,,,,,,,,,,,
11,LN308-72,HDACi-Kinetics,1,A12,,,,,,,,,,,,
12,LN308-72,HDACi-Kinetics,1,A13,,,,,,,,,,,,
13,LN308-72,HDACi-Kinetics,1,A14,,,,,,,,,,,,
14,LN308-72,HDACi-Kinetics,1,A15,,,,,,,,,,,,
15,LN308-72,HDACi-Kinetics,1,A16,,,,,,,,,,,,
16,LN308-72,HDACi-Kinetics,1,A17,,,,,,,,,,,,
17,LN308-72,HDACi-Kinetics,1,A18,,,,,,,,,,,,
18,LN308-72,HDACi-Kinetics,1,A19,,,,,,,,,,,,
19,LN308-72,HDACi-Kinetics,1,A20,,,,,,,,,,,,
20,LN308-72,HDACi-Kinetics,1,A21,,,,,,,,,,,,
21,LN308-72,HDACi-Kinetics,1,A22,,,,,,,,,,,,
22,LN308-72,HDACi-Kinetics,1,A23,,,,,,,,,,,,
23,LN308-72,HDACi-Kinetics,1,A24,,,,,,,,,,,,
24,LN308-72,HDACi-Kinetics,1,B01,,,,,,,,,,,,
25,LN308-72,HDACi-Kinetics,1,B02,,,,,,,,,,,,
26,LN308-72,HDACi-Kinetics,1,B03,,,,,,,,,,,,
27,LN308-72,HDACi-Kinetics,1,B04,,,,,,,,,,,,
28,LN308-72,HDACi-Kinetics,1,B05,,,,,,,,,,,,
29,LN308-72,HDACi-Kinetics,1,B06,,,,,,,,,,,,
30,LN308-72,HDACi-Kinetics,1,B07,,,,,,,,,,,,
31,LN308-72,HDACi-Kinetics,1,B08,,,,,,,,,,,,
32,LN308-72,HDACi-Kinetics,1,B09,,,,,,,,,,,,
33,LN308-72,HDACi-Kinetics,1,B10,,,,,,,,,,,,
34,LN308-72,HDACi-Kinetics,1,B11,,,,,,,,,,,,
35,LN308-72,HDACi-Kinetics,1,B12,,,,,,,,,,,,
36,LN308-72,HDACi-Kinetics,1,B13,,,,,,,,,,,,
37,LN308-72,HDACi-Kinetics,1,B14,,,,,,,,,,,,
38,LN308-72,HDACi-Kinetics,1,B15,,,,,,,,,,,,
39,LN308-72,HDACi-Kinetics,1,B16,,,,,,,,,,,,
40,LN308-72,HDACi-Kinetics,1,B17,,,,,,,,,,,,
41,LN308-72,HDACi-Kinetics,1,B18,,,,,,,,,,,,
42,LN308-72,HDACi-Kinetics,1,B19,,,,,,,,,,,,
43,LN308-72,HDACi-Kinetics,1,B20,,,,,,,,,,,,
44,LN308-72,HDACi-Kinetics,1,B21,,,,,,,,,,,,
45,LN308-72,HDACi-Kinetics,1,B22,,,,,,,,,,,,
46,LN308-72,HDACi-Kinetics,1,B23,,,,,,,,,,,,
47,LN308-72,HDACi-Kinetics,1,B24,,,,,,,,,,,,
48,LN308-72,HDACi-Kinetics,1,C01,,,,,,,,,,,,
49,LN308-72,HDACi-Kinetics,1,C02,,,,,,,,,,,,
50,LN308-72,HDACi-Kinetics,1,C03,572389.0,G12,Drug17,0.004329000002453,µM,0.013,Sample,781836.828664003,10.13058478544869,0.0043077021626774,373147.232528122,0.4710934248814695
51,LN308-72,HDACi-Kinetics,1,C04,384407.0,D19,Drug02,9.99000000999,µM,30.0,Sample,460372.00000262656,14.174895528222477,2.246569852467338,384406.9999504967,0.5710669715826255
52,LN308-72,HDACi-Kinetics,1,C05,549789.0,F06,Drug05,0.0932399991985,µM,0.28,Sample,465071.33589409466,15.14400474948591,0.2036253090439082,397343.3646711902,0.1321936808540709
53,LN308-72,HDACi-Kinetics,1,C06,461915.0,D04,Drug07,0.0932399991985,µM,0.28,Sample,495100.000617716,10.225730450188474,2.708874957957547,137543.42776333052,0.9859264418947146
54,LN308-72,HDACi-Kinetics,1,C07,433651.0,D09,Drug06,0.452879980002,µM,1.36,Sample,380020.748421834,10.114789115280232,3.0113890049748457,84190.40446323216,0.8244800505244483
55,LN308-72,HDACi-Kinetics,1,C08,441391.0,E04,Drug02,0.004329000002453,µM,0.013,Sample,460372.00000262656,14.174895528222477,2.246569852467338,384406.9999504967,0.5710669715826255
56,LN308-72,HDACi-Kinetics,1,C09,495299.0,D18,Drug12,0.004329000002453,µM,0.013,Sample,504195.250000064,18.84038746723553,1.9477036118972204,283191.99999999074,0.9609260361119653
57,LN308-72,HDACi-Kinetics,1,C10,374364.0,F22,Drug18,2.131199549246,µM,6.4,Sample,370628.00255435857,11.138225337100028,9.883276319294673,23526.00828853592,0.8023754200395059
58,LN308-72,HDACi-Kinetics,1,C11,395631.0,E22,Drug10,0.004329000002453,µM,0.013,Sample,358705.80754863314,10.084013588228313,13.887563857833774,-7029208.561251559,0.5460847686066872
59,LN308-72,HDACi-Kinetics,1,C12,33794.0,C04,Drug11,2.131199549246,µM,6.4,Sample,395589.75000089227,18.933415545432304,1.72866115871647,26920.99999999861,0.983537215389636
60,LN308-72,HDACi-Kinetics,1,C13,434180.0,D22,Drug02,0.0932399991985,µM,0.28,Sample,460372.00000262656,14.174895528222477,2.246569852467338,384406.9999504967,0.5710669715826255
61,LN308-72,HDACi-Kinetics,1,C14,553221.0,E09,Drug03,0.01997999997924,µM,0.06,Sample,523801.0026531531,0.3660727687946067,2932968188.8896217,-143362588.63181072,0.5768308063085232
62,LN308-72,HDACi-Kinetics,1,C15,516009.0,H17,DMSO normalization,,,30.0,Ctrl,,,,,
63,LN308-72,HDACi-Kinetics,1,C16,402925.0,E18,Drug10,2.131199549246,µM,6.4,Sample,358705.80754863314,10.084013588228313,13.887563857833774,-7029208.561251559,0.5460847686066872
64,LN308-72,HDACi-Kinetics,1,C17,84035.0,H15,Drug16,0.01997999997924,µM,0.06,Sample,14170086.47788791,0.6527566586749398,4.974036122687024e-06,23763.129039075287,0.9965414357020976
65,LN308-72,HDACi-Kinetics,1,C18,361106.0,F14,Drug04,0.004329000002453,µM,0.013,Sample,401252.799892233,12.226789212634738,10.99911271999607,-3619.079808522212,0.2411496239951069
66,LN308-72,HDACi-Kinetics,1,C19,434468.0,F20,Drug13,0.004329000002453,µM,0.013,Sample,358498.6028214781,10.110250134768702,10.842030338465351,-58488.80481008785,0.1694424094214434
