,cell_line,drug,vus_norm,vus_norm_extrapolated,absolute_vus_decrease,relative_vus_decrease
0,LN229,Drug11,0.6634350910891861,0.3445713202627953,0.3188637708263908,0.48062542230453964
1,LN229,Drug10,0.6403292452266809,0.4866306023988186,0.15369864282786228,0.24003064669247134
2,LN308,Drug16,0.540703454417569,0.4360553917819559,0.10464806263561305,0.1935405845489504
3,T98G,Drug16,0.5637192789308311,0.4694956837716225,0.09422359515920858,0.16714630611519304
4,UW228-3,Drug05,0.7867249478761799,0.6785141946156233,0.10821075326055651,0.13754585201941183
5,UW228-3,Drug16,0.719909200722042,0.6267223691141989,0.09318683160784313,0.12944247901593733
6,UW228-3,Drug11,0.7188652886427216,0.633193751034059,0.08567153760866264,0.1191760667293002
7,T98G,Drug14,0.7231930651202563,0.6427439158481428,0.08044914927211344,0.11124159391480883
8,LN308,Drug11,0.7992809442587063,0.711090564711967,0.08819037954673936,0.11033714763277835
9,T98G,Drug03,0.8615844824457016,0.7731548662935447,0.08842961615215694,0.10263603622611658
10,LN229,Drug16,0.6779704168430508,0.6246097623309597,0.053360654512091155,0.07870646445100579
11,UW228-3,Drug18,0.8751107906203665,0.810813166397164,0.0642976242232024,0.07347369603067262
12,T98G,Drug08,0.898126631831369,0.8333754391971961,0.06475119263417284,0.07209583853686508
13,LN229,Drug09,0.9669320349307696,0.8997051529897182,0.06722688194105142,0.06952596409308616
14,T98G,Drug13,0.8156601953528114,0.7635861812816163,0.05207401407119516,0.06384277958871182
15,T98G,Drug11,0.9452556900082132,0.8902869488451728,0.0549687411630404,0.0581522457300022
16,LN229,Drug08,0.9758944030701612,0.9223211485198708,0.05357325455029038,0.054896569118286845
17,LN229,Drug01,0.8983714815367765,0.8500222642332819,0.04834921730349462,0.053818735675788876
18,LN229,Drug14,0.8952091540170531,0.8472229151447916,0.0479862388722615,0.05360338269211599
19,T98G,Drug00,0.8816505744779818,0.836401895241053,0.04524867923692877,0.05132269013006672
20,T98G,Drug09,0.9285076322646324,0.8833766969423527,0.04513093532227974,0.04860588513656617
21,T98G,Drug02,0.9257645873651512,0.8896209715133185,0.03614361585183268,0.039041908002446064
22,T98G,Drug01,0.948144093015529,0.9118326067352226,0.03631148628030645,0.03829743448046955
