,cell_line,drug,min_dose,max_dose,time,alpha,beta,gamma,delta,mape,auc,auc_norm
0,LN229,Drug00,-2.363612413940753,0.3286241156358547,72,0.9793336916188474,6.409174045421587,-1.4098314462160972,1.1245649106225897,0.0527503816182948,2.889075952065624,1.0957588863909922
1,LN229,Drug00,-2.363612413940753,0.3286241156358547,120,0.955204069431842,6.361581006940763,-1.3621490573831871,1.02434485615268,0.0485427844872814,2.6885366742643573,1.045457963265122
2,LN229,Drug01,-2.363612413940753,0.3286241156358547,72,1.202431793191079,12.924705412469477,-0.4094268126108055,1.5178128116782172,0.130162928623472,3.4699980514022,1.0719031999806854
3,LN229,Drug01,-2.363612413940753,0.3286241156358547,120,1.058233955811772,1.6398843109420955,-2.094177663460117,0.8389292926454087,0.0001472109159286,2.335602396819997,0.8675322600277217
4,LN229,Drug02,-2.363612413940753,0.3286241156358547,72,0.9998158404924882,13.962500151259924,-1.0257855312574482,0.6259292197805701,0.0452047897545296,2.1853450826866565,0.8118705711320224
5,LN229,Drug02,-2.363612413940753,0.3286241156358547,120,1.074858314014664,10.62142303877026,-0.2868472865697103,0.9066007324055606,0.0343780697268393,2.790215085427657,0.964213593040386
6,LN229,Drug03,-2.363612413940753,0.3286241156358547,72,1.1009880622144683,16.990229582952857,0.0824130183520201,1.5682753664232565,0.0500919093490057,3.079172383016263,1.0388149239697912
7,LN229,Drug03,-2.363612413940753,0.3286241156358547,120,0.972169452551317,13.42927480789098,0.3260971954173648,0.0236415559198682,0.0213259309758823,2.594826124406292,0.9914095052862306
8,LN229,Drug04,-2.363612413940753,0.3286241156358547,72,1.1458380443455258,44.40102048745598,0.1260099385592067,1.5391223624547887,0.0611453627728803,3.1645520184403844,1.025830928024576
9,LN229,Drug04,-2.363612413940753,0.3286241156358547,120,1.0175457887966082,11.106025339504418,0.3611217814005618,0.6186180424841505,0.0367680837836516,2.7338333959642425,0.9979410108407836
10,LN229,Drug05,-2.363612413940753,0.3286241156358547,72,0.9999966454742714,8.95781440655654,-1.8155806558044143,1.2728092497201915,0.030369620432717,3.2771934230994084,1.217275436315456
11,LN229,Drug05,-2.363612413940753,0.3286241156358547,120,1.0150219369996814,8.753989863713157,0.4608254591174704,1.2006324959260686e-05,0.0101849814457591,2.729290200979777,0.9987598484994646
