,cell_line,drug,min_dose,max_dose,time,alpha,beta,gamma,delta,mape,auc,auc_norm
0,LN229,Drug00,-1.6994045165612854,0.3286241156358547,72,2.627221891049889e-05,8.845178204269326,-1.7860013750501909,1.1245941211450732,0.055102232994535,2.2719735021526857,1.1669182763578023
1,LN229,Drug00,-1.6994045165612854,0.3286241156358547,120,6.5905694589572735e-06,9.596590576573492,-1.793381885805163,1.0243766748275294,0.0369282509397151,2.0719904678457404,1.1223872880389738
2,LN229,Drug01,-1.6994045165612854,0.3286241156358547,72,1.3036476905891865,13.512466264786292,-0.3919451415811335,1.5178128278272274,0.1112435276791755,2.7981556566752,1.058370065846656
3,LN229,Drug01,-1.6994045165612854,0.3286241156358547,120,1.3410008592475633,1.566160395515464,-2.3754140512833004,0.8389092643896056,0.0001746184163244,1.7129834096785008,0.9606603839653228
4,LN229,Drug02,-1.6994045165612854,0.3286241156358547,72,0.9996316808747254,14.861750100398153,-1.026033500851646,0.6259292198234603,0.0564138904446794,1.521042785303151,0.7502868533359439
5,LN229,Drug02,-1.6994045165612854,0.3286241156358547,120,1.1122874746794005,12.06505789730858,-0.3207852108331196,0.906600779303912,0.0247012747541139,2.1221759874684323,0.9407847463919304
6,LN229,Drug03,-1.6994045165612854,0.3286241156358547,72,1.1346507569683535,34.004964001748306,0.1777712798250079,1.5682753688839592,0.0310851154114256,2.366517766138804,1.028427023347406
7,LN229,Drug03,-1.6994045165612854,0.3286241156358547,120,0.962892603152099,14.767310349156,0.3250111820504335,0.051774304413636,0.0172797464423132,1.932504299440216,0.9896201650157074
8,LN229,Drug04,-1.6994045165612854,0.3286241156358547,72,1.194450725469275,28.531089603678808,0.1585368315969344,1.5391377792550218,0.032620637306572,2.481007229461885,1.0242022110084883
9,LN229,Drug04,-1.6994045165612854,0.3286241156358547,120,1.0233943933412455,9.670710399055066,0.4164266430077653,6.167517070885597e-06,0.0399825899207096,2.069389114985815,0.9970686121408888
