,cell_line,drug,auc_norm,auc_norm_extrapolated,relative_auc_decrease
0,LN308,Drug14,1.691055905360119,1.0149454115209608,0.39981557776777166
1,LN308,Drug15,1.748882339778275,1.060396679554187,0.39367180087791087
2,LN308,Drug13,1.6897005357266055,1.0296105164522318,0.3906550334320168
3,LN229,Drug16,0.5456387448108558,0.3375368620574147,0.3813913229816169
4,LN229,Drug03,1.165137185319183,0.8191871802923892,0.29691783026564605
5,UW228-3,Drug15,0.9800828973331048,0.8056801041440312,0.17794698148864707
6,LN229,Drug11,0.7679712120865662,0.6367553733736144,0.17086036123208354
7,UW228-3,Drug04,0.9921918192724968,0.8263398218070136,0.1671571910228917
8,UW228-3,Drug10,0.8394367749304271,0.6998767558698765,0.16625435438198116
9,UW228-3,Drug18,1.220264887384234,1.0214239768102928,0.16294897331691452
10,UW228-3,Drug05,1.0072571384139188,0.8609016608548149,0.14530100803213283
11,LN229,Drug05,1.1314043948338033,0.977477441662625,0.13604945665231333
12,LN229,Drug12,0.7868356487592129,0.6802123542241859,0.13550897789540262
13,LN229,Drug04,1.0468860078113733,0.9075943144498732,0.13305335282176928
14,LN229,Drug06,1.0102995080117496,0.8764472129030312,0.13248773660410587
15,LN229,Drug01,1.096962897355196,0.9609196405357154,0.12401810229633478
16,LN308,Drug06,0.952934914868367,0.836088242035426,0.1226176845971496
17,UW228-3,Drug02,0.920590361057654,0.825378732073634,0.1034245338769707
18,UW228-3,Drug11,0.6280101752879961,0.5707727246110249,0.0911409606551724
19,LN229,Drug18,1.163574614564618,1.0616445092960527,0.08760083280667402
20,UW228-3,Drug07,0.8571507951627861,0.7822503771168721,0.08738301179746247
21,LN308,Drug07,0.8518885472172019,0.7845713699191315,0.07902110847477666
22,LN229,Drug14,1.0768598933390818,0.9979880646000022,0.07324242385378209
23,LN308,Drug02,0.957341241573533,0.8896226461816886,0.07073611002126967
24,T98G,Drug05,1.032844239833727,0.964871098776593,0.06581160879405845
25,LN308,Drug11,0.6554903090386844,0.6125227076699313,0.0655503228289792
26,UW228-3,Drug16,0.6779012786944658,0.6364397948117066,0.06116153662168575
27,LN229,Drug07,0.8967069465249932,0.8419176083928154,0.06110060632908311
28,LN229,Drug09,1.0612644838581509,0.9986058941091982,0.05904144603158852
29,UW228-3,Drug01,0.9481052083888574,0.9053444577668968,0.04510127171922744
30,UW228-3,Drug14,0.9972892499420049,0.9525425005311652,0.044868376364672356
31,T98G,Drug03,0.9967135518476504,0.958152869721732,0.03868782766566871
32,T98G,Drug07,0.9415069920546008,0.9065210938816632,0.03715946718206484
33,UW228-3,Drug17,0.8880247226042518,0.8569604986939092,0.03498126022802898
34,T98G,Drug17,0.9596204497417968,0.9337945166410498,0.026912653964070818
35,LN308,Drug04,0.9953189624329426,0.9721196245831656,0.023308445559068726
36,LN229,Drug13,0.9317897868566988,0.9120591221952612,0.021175017090493166
37,T98G,Drug02,0.9044049952214596,0.8931438129267452,0.012451481752328115
38,LN308,Drug03,0.9002005782840503,0.8900755796979426,0.01124749175945637
39,UW228-3,Drug03,0.935063270914196,0.924983331875163,0.010779953990897371
40,LN229,Drug15,0.9940996729489044,0.9862119489929008,0.007934540339003912
41,UW228-3,Drug12,0.9417691840594132,0.941527848162952,0.00025625800944238864
42,T98G,Drug10,0.997507069963434,0.9989913037459156,-0.0014879431205796312
